node_id,PHYSICALID,ST_LABEL,geom_0,geom_1,ST_WIDTH,SHAPE_Leng
238,68169,WASHINGTON BRG,-73.92848994827723 40.846981957881525,-73.92734184519973 40.846463640935845,32.0,369.546996242
239,3984,W 56 ST,-73.98336657900194 40.766045241363614,-73.98198845097943 40.76545985960815,30.0,437.287142971
240,4107,E 8 ST,-73.97841275532578 40.72469706231475,-73.97603286894766 40.7236914667606,30.0,754.571093802
241,183591,E 14 ST,-73.98494550600007 40.73234967231542,-73.98255629297816 40.731350134052,27.5,755.700698839
242,82990,W 155 ST,-73.93484233613245 40.82809714638671,-73.93493766978818 40.82816017386733,20.0,34.9770323233
243,142523,MARGARET CORBIN PLZ,-73.9339937935635 40.859413502950666,-73.93416898327585 40.85925877557206,20.0,147.068800807
244,137071,HARLEM RIVER DR,-73.9361552161529 40.83076097394999,-73.93604233260535 40.83071152246662,40.0,36.0633505933
245,91639,W 87 ST,-73.97168048370582 40.787163246977514,-73.97452282413357 40.788359244637775,30.0,899.656054245
246,4214,BROADWAY,-73.9866391256856 40.755034522656324,-73.98686557841317 40.75431781872822,60.0,268.55003085
247,2045,E 30 ST,-73.98155997085217 40.74388188334704,-73.97995899751066 40.74320520013231,30.0,507.53083988599997
248,66962,RFK BRIDGE MANHATTAN ENTRANCE RP,-73.93331399726857 40.80264483343657,-73.93305456560168 40.80221126385198,28.0,178.67822605
249,3320,E HOUSTON ST,-73.97798211107178 40.719701473256904,-73.97871889804132 40.71998270587555,38.0,228.496778316
250,213,12 AVE,-74.00782941972257 40.75171391312808,-74.00755195736613 40.752378225733615,54.0,253.945946883
251,889,11 AV,-73.9973872232377 40.76212524871479,-73.99691343046075 40.762748835873104,35.0,262.380487674
252,79008,GW BR EN,-73.94200108289506 40.85036021028583,-73.94106215708501 40.84999409900412,25.0,437.960291801
253,176435,STANTON ST,-73.98364190576898 40.71997843168463,-73.98280360135979 40.71972299699455,24.0,250.318829569
254,1916,5 AV,-73.99222484880735 40.73791698490997,-73.99265431029018 40.737330467837936,54.0,244.594334774
255,791,FLETCHER ST,-74.00520360455008 40.70599726715881,-74.00443853628532 40.705429238365696,14.0,296.350159168
256,21837,E 61 ST,-73.97049750534359 40.7648412666238,-73.97209852444384 40.76551725072493,35.0,507.292664344
257,229,WEST ST,-74.00984371599047 40.736967529940024,-74.00981442054704 40.73756637869866,52.0,218.330495297
258,28000,CROSS BRONX EXPY,-73.93962599015677 40.8492889915528,-73.94122363561925 40.84956808640202,30.0,453.913830698
259,321,12 AVE,-74.00724388394421 40.753854165413216,-74.00801633304177 40.75179400017778,35.0,780.5274402069999
260,72686,FRANKLIN D ROOSEVELT DRIVE,-73.97668899717199 40.71488637136365,-73.97671928476332 40.71482720581078,20.0,23.1333275481
261,72612,SULLIVAN ST,-74.00133774499292 40.7277224613331,-74.00043499603426 40.72879460510635,24.0,463.88017215900004
262,25133,SEAMAN AV,-73.92683717626461 40.867064145828046,-73.92640661430111 40.86738404096887,21.0,166.630475141
263,79765,THOMPSON ST,-74.00261903352848 40.724880036612056,-74.0036354589967 40.72368202620902,24.0,519.500991953
264,158385,E 37 ST,-73.97219728267672 40.74571206599695,-73.97277828245664 40.74595729562675,40.0,184.119790815
265,84,PEARL ST,-74.01064454774598 40.70369501376998,-74.01159675068892 40.703446660083365,24.0,279.088214403
266,140864,DOYERS ST,-73.99803530476056 40.71482456243598,-73.99757283788725 40.71407801258923,15.0,349.144582325
267,129153,BATTERY PARK UNDERPASS,-74.01635148682284 40.70565465066474,-74.01594492352275 40.70667641266343,22.0,389.467774206
268,984,AVE OF THE AMERICAS,-73.99918595445679 40.734138581908105,-73.99871443827661 40.734783860928,64.0,268.971677152
269,3479,E 43 ST,-73.96994598140026 40.74974711060685,-73.97171283993053 40.750493807309056,32.0,560.058724394
270,16608,E 8 ST,-73.99403557578444 40.73127614454782,-73.99324912318593 40.73094505610192,38.0,249.11840498900003
271,19492,YORK AV,-73.95093257386065 40.770708662121365,-73.95043175557566 40.7713897310352,30.0,284.279049673
272,151604,FRANKLIN D ROOSEVELT DRIVE,-73.97482618582268 40.735381674150574,-73.97491012090825 40.73597761252779,34.0,218.659913877
273,21753,E 99 ST,-73.94792440877127 40.78712062502046,-73.94952092134797 40.78780118659831,30.0,506.88651826800003
274,24929,10 AV,-73.9189422563906 40.86446291181417,-73.91844668884511 40.86510837581934,30.0,272.199364699
275,2982,BROADWAY,-73.96810946003708 40.79974426282268,-73.96786323064046 40.80046065113261,40.0,269.761413225
276,19556,MORNINGSIDE AV,-73.95818167318971 40.80559679112865,-73.95772176015927 40.80629098862731,30.0,283.160480336
277,1198,BROOKLYN BRIDGE EN RP FDR DR,-73.99969940052915 40.70854830739727,-73.99986942674754 40.70856951479817,18.0,47.767981911999996
278,77333,FDR DR EN SB,-73.93035770797403 40.801332850477046,-73.93027359418097 40.80109595868015,18.0,89.39455349049999
279,1429,9 AV,-73.98620388109224 40.76724295337883,-73.98665975649972 40.766615985709606,70.0,261.006333135
280,23263,E 52 ST,-73.97316786167659 40.758473254614685,-73.97296602724712 40.758389280800465,32.0,63.739046225900005
281,26980,W 180 ST,-73.94060497326683 40.8503539528867,-73.93963770938717 40.850188039478965,30.0,274.341669628
282,24877,HARLEM RIVER DR,-73.93443968614541 40.81414087854968,-73.9344569720828 40.81401594424574,30.0,45.860743678599995
283,4327,E 23 ST,-73.98630170544276 40.74016000173869,-73.98474231068609 40.73951036016419,31.0,492.704556756
284,158544,FRANKLIN D ROOSEVELT DRIVE,-73.97137049235542 40.744561961573346,-73.97145055251917 40.74426295028063,26.0,111.175221619
285,4152,DELANCEY ST,-73.98905495352778 40.71871007513806,-73.98824999449211 40.718462391639655,46.0,240.69348984400003
286,16701,CHRYSTIE ST,-73.9910503092186 40.723566668371326,-73.99102410461465 40.72364943223782,37.5,31.0159203873
287,19176,ADAM CLAYTON POWELL JR BOULEVARD,-73.9511826451883 40.80518348426123,-73.9516495017256 40.80455940160202,44.0,261.542062725
288,1272,10 AV,-73.99775836562613 40.75648752928756,-73.99729876528028 40.7571070407359,70.0,259.14680718200003
289,97284,E 101 ST,-73.95183463915689 40.79041877101218,-73.95343683861161 40.791085141371795,34.0,505.73925874699995
290,72774,W 160 ST,-73.9445735805471 40.83638134140699,-73.94360977515329 40.83597199616645,30.0,305.566572667
291,23238,CATHEDRAL PKWY,-73.95848111476145 40.80067047758602,-73.95964685423183 40.801156422753884,40.0,368.11928426599997
292,14,BATTERY PL,-74.014961252156 40.70475979724391,-74.01428922948978 40.70454907535253,24.0,206.270700993
293,83,PEARL ST,-74.01159675068892 40.703446660083365,-74.01257015313976 40.70320684159129,22.0,283.682815875
294,136744,RFK BRIDGE MANHATTAN ENTRANCE RP,-73.91993139849964 40.79773005937086,-73.92010498492895 40.797628410242645,26.0,60.6750733768
295,2660,1 AV,-73.9643254354485 40.756381530991106,-73.96387087629992 40.7570080779566,70.0,260.704948596
296,19729,E 89 ST,-73.95568173165158 40.78206389787732,-73.95589812342914 40.782154093770714,30.0,68.34593866819999
297,2236,2 AV,-73.9872497770919 40.72918616120114,-73.98767161543276 40.728595104268415,58.0,245.032835772
298,26985,W 157 ST,-73.94497385474348 40.8341009328551,-73.94536461992969 40.834271239855056,40.0,124.671460028
299,345,12 AVE,-73.99397739246402 40.772282108902274,-73.9946974171358 40.77076752529777,54.0,592.137756471
300,115331,MADISON ST,-73.99957833482904 40.71179224663157,-73.99867770896084 40.71187840714619,23.0,251.647502361
301,82738,W 138 ST,-73.947036232069 40.81920837100294,-73.94652257507661 40.81900580152433,30.0,160.18750306200002
302,135574,UNNAMED ST,-73.9244730648463 40.79213165745674,-73.9246334816776 40.79221006688166,7.5,52.8128547558
303,23420,E 37 ST,-73.97449587677063 40.74668256055551,-73.97585859997527 40.74725629703548,30.0,431.58846704300004
304,116515,AMSTERDAM AV,-73.97974787669536 40.78119534310326,-73.97928494816344 40.781838993968,60.0,267.26131026900003
305,3206,RIVERSIDE DR,-73.94711581056819 40.837774112649264,-73.94680042002848 40.83839673137458,20.0,243.05142359599998
306,119910,FRANKLIN D ROOSEVELT DRIVE,-73.95257287478016 40.76464510443703,-73.9534353929831 40.76367304734315,30.0,427.21342127599996
307,81202,E 7 ST,-73.98121129606587 40.72507280022513,-73.98353500830576 40.7260527839608,30.0,736.4152997010001
308,75931,BRONX SHORE RD,-73.92514132037748 40.80011710309474,-73.92554106210183 40.800025961419024,24.0,115.54849238899999
309,146744,CHAMBERS ST,-74.01333186899062 40.717389934407535,-74.01382654349166 40.717615730244994,20.0,159.910718209
310,612,HUDSON ST,-74.00743353168835 40.726600870329925,-74.00731990600718 40.72732863278477,50.0,267.010262382
311,133028,RIVERSIDE DR,-73.94296828741933 40.84955017068078,-73.94296213788037 40.849602781408734,15.0,19.2434408099
312,183578,E 51 ST,-73.96569619900231 40.75450506947145,-73.96806568865307 40.75550420363709,30.0,750.642292172
313,72757,W 113 ST,-73.9673482512671 40.80696201666761,-73.96744703416178 40.80702801514531,42.0,36.5033189975
314,788,FRONT ST,-74.00767185497925 40.70428461719277,-74.0083250091328 40.703812929088826,24.0,249.656286517
315,23377,W 103 ST,-73.96864385463508 40.799145821647485,-73.96996414432174 40.79970145734442,30.0,417.86065976599997
316,3424,LEXINGTON AV,-73.94348324027992 40.79607299306984,-73.94394771098973 40.79543553970514,38.0,265.475679421
317,2844,BROADWAY,-73.98205596838086 40.77879316849368,-73.98211779037612 40.778013181164795,40.0,284.691042915
318,81894,E 62 ST,-73.96521328054038 40.763431358558464,-73.96297460209846 40.7624870764526,30.0,709.1915736469999
319,1849,W 46 ST,-73.98533868672482 40.75869382656927,-73.98504970074009 40.75857362561531,34.0,91.2546438525
320,387,HENRY HUDSON PKWY,-73.95708264290866 40.82320154743247,-73.9535227046036 40.827282861321336,44.0,1785.31790592
321,72715,E 58 ST,-73.96480079595024 40.75998213890325,-73.9640043209625 40.759649237491494,32.0,251.786676348
322,23265,E 52 ST,-73.97628870099064 40.75978674916537,-73.97467949839275 40.75911348674397,32.0,508.830389515
323,19577,W 119 ST,-73.95541074070378 40.80696622979216,-73.95680543877322 40.807545709279744,30.0,440.05408190300005
324,81224,HESTER ST,-73.99179625880501 40.71617003604064,-73.9913094200525 40.716023046401844,24.0,145.195348363
325,26759,WADSWORTH AV,-73.93623596368708 40.84808519074541,-73.9361002164487 40.84828578990374,21.0,82.17094302390001
326,65958,ALEX HAMILTON BR,-73.9320202316354 40.846166220376965,-73.93159109211376 40.8459743597059,25.0,137.780468413
327,26917,5 AV,-73.93463790338919 40.816908047973,-73.93433939003332 40.81692870684494,30.0,82.968979607
328,1171,BK BR EXIT RP,-74.0026689827997 40.711548346925774,-74.00123476628733 40.710055333035605,22.0,679.2109831519999
329,2444,PARK AV,-73.946344019378 40.79480437610089,-73.94590642221326 40.79541747489052,24.0,254.118730408
330,67349,LINCOLN TUN BUS APPR,-73.99547109521127 40.75782721551825,-73.9955367510559 40.757811594446444,20.0,19.0589034293
331,81852,E 112 ST,-73.93962997104535 40.79446710435681,-73.93725705103606 40.79347431433431,50.0,750.020782606
332,81915,W 102 ST,-73.96909812720897 40.79851898866231,-73.96889775097117 40.798424518915674,30.0,65.3008936553
333,99021,ESSEX ST,-73.98817256427257 40.71861212020235,-73.98754195493287 40.71983236177385,27.0,477.70356183800004
334,146260,FRAWLEY CIR,-73.94906517858907 40.79710049410612,-73.9497477308443 40.797097001601216,26.0,194.812330076
335,1721,OLIVER ST,-73.99776996895824 40.71197059680837,-73.99798485426793 40.71272772082922,28.0,282.202729951
336,1601,FRANKLIN D ROOSEVELT DRIVE,-73.97287836564031 40.740831499555874,-73.97383188445268 40.73827922321479,30.0,975.215732669
337,97555,W 170 ST,-73.93902707461972 40.842331885018034,-73.93925400217971 40.84243657053498,40.0,73.4649080729
338,81909,E 77 ST,-73.96308760254303 40.775002842244554,-73.9646873584175 40.77567708171537,30.0,506.61935581
339,1529,FRANKLIN D ROOSEVELT DRIVE,-73.9730758713141 40.740595721090486,-73.97317621022984 40.740359928735124,30.0,90.2943914059
340,676,CANAL ST,-73.99495472320154 40.71585647124415,-73.99549812757246 40.71601588422278,30.0,161.448008394
341,2933,BROADWAY,-73.94523751958096 40.8333962953361,-73.94477559538889 40.83401622141741,40.0,259.53596155099996
342,24811,FRANKLIN D ROOSEVELT DRIVE,-73.94351860829279 40.783632457179955,-73.94401834913667 40.783015209269394,20.0,264.566242811
343,79623,LIBERTY ST,-74.00965928737533 40.70875672198328,-74.01054246475734 40.709154148143405,16.0,284.46352747099996
344,3922,AMSTERDAM AV,-73.97882284631271 40.7824649383193,-73.9783257922491 40.78314673298404,60.0,283.991581271
345,181300,HORATIO ST,-74.00240554087681 40.738761240762166,-74.00344568291165 40.73875589219347,17.0,288.25036902700003
346,19674,ST NICHOLAS AV,-73.9480073293346 40.817116508899616,-73.94766641318736 40.81785550948933,30.0,285.301542758
347,4005,AV B,-73.9829641441895 40.72267132479113,-73.98252449543857 40.72327797725196,15.0,252.39193137400002
348,101325,WASHINGTON SQ W,-73.9986122561338 40.73221543032861,-73.99910850784183 40.73162681821337,24.0,254.763914389
349,79427,QN MDTWN TUN APPR,-73.97319260014314 40.746940548263574,-73.97364302710403 40.74632760754218,15.0,255.82416486900001
350,3773,CENTRAL PARK W,-73.96517705565164 40.790990340596956,-73.96468540739478 40.79166402679884,31.0,280.673841247
351,3213,RIVERSIDE DR,-73.94468025904334 40.84105098312976,-73.94409886565249 40.842063073142114,32.5,404.14630973199996
352,182994,RIVERSIDE DR,-73.95079678453398 40.828273720450106,-73.9503404617158 40.82890148100719,28.0,261.266016068
353,2454,PARK AV,-73.94077966519066 40.8024442988643,-73.94031401183875 40.803070662113896,24.0,262.10269246900003
354,135898,REILLY BLVD,-73.91918505524441 40.791653245491844,-73.91878924400024 40.79146538955782,10.0,129.215138814
355,3549,MADISON AV,-73.94116690782805 40.80506315665842,-73.94064573566232 40.8057366877114,54.0,284.665184244
356,2874,BROADWAY,-73.96121351209844 40.81188015715425,-73.96166604498164 40.811245989052885,30.0,262.823843218
357,2300,PARK AV,-73.93823518840072 40.806415081751496,-73.93869430552317 40.80579102921121,24.0,260.47921562700003
358,73151,BENNETT AV,-73.93513304222492 40.8534788737132,-73.93571740885848 40.852335152313174,30.0,446.96157028
359,90607,KIMMEL RD,-74.01616495096428 40.68739854214844,-74.01470959126597 40.68742773421801,16.0,414.339545615
360,2893,BROADWAY,-73.9510415900329 40.82579916024996,-73.95149911745523 40.825178758961954,40.0,259.08603884900003
361,26853,FRANKLIN D ROOSEVELT DRIVE,-73.94779385491832 40.770249151559064,-73.94839852682335 40.7696346773783,12.0,279.591729982
362,19150,ADAM CLAYTON POWELL JR BOULEVARD,-73.93915367469806 40.82166985942625,-73.93965637027694 40.82100352279566,44.0,279.813981483
363,91592,CEDAR ST,-74.01084638164455 40.70879754445037,-74.01193492725311 40.70930588333293,20.0,354.088322595
364,2021,5 AV,-73.99663935985464 40.73185625834525,-73.99697435541178 40.73140883189768,40.0,187.597169238
365,140728,1 AV,-73.9803146430091 40.734428492797676,-73.98013412776747 40.73466313053648,70.0,99.04841161440001
366,1025,AVE OF THE AMERICAS,-73.9813410710202 40.75864529833606,-73.98088574583765 40.75927066903294,60.0,260.43051225799996
367,1214,GREENWICH AV,-74.00203202305228 40.738130460553144,-74.00240554087681 40.738761240762166,20.0,252.04827590000002
368,79647,NASSAU ST,-74.00889270170745 40.709044623203745,-74.00841837034939 40.70953038526323,18.0,220.487214544
369,1976,5 AV,-73.96514745374806 40.775044231587174,-73.96560968621523 40.77440720144542,42.0,265.059847827
370,82158,E 54 ST,-73.96670187508813 40.75738080380005,-73.9643254354485 40.756381530991106,34.0,752.335078054
371,2594,1 AV,-73.9879705699355 40.72391488474872,-73.9874910473887 40.72457376309819,70.0,274.39028119799997
372,82432,ANDES RD,-74.01281095939333 40.69108945657187,-74.01447714006676 40.69122112322247,8.0,464.544638552
373,2388,PARK AV,-73.9725105899188 40.75901412336818,-73.97205426663592 40.75963921565678,44.0,260.475534212
374,25066,SHERMAN AV,-73.9199959160403 40.86579683112326,-73.91859601993751 40.86631435391947,30.0,430.66741493
375,96688,FDR DR NB EN E 34 ST,-73.97129680537529 40.744246459984296,-73.97115745905857 40.74446667980389,30.0,89.0408101202
376,4194,DELANCEY ST,-73.97723983366659 40.71548515894986,-73.97791649975204 40.71564930929641,60.0,196.88553035099997
377,2559,PARK AV S,-73.98400852046814 40.743299017900064,-73.98355673669751 40.74391628754391,30.0,257.38737755200003
378,3283,RIVERSIDE DR,-73.98536952677374 40.781078372362586,-73.98507184345016 40.78177968096921,22.0,268.481187828
379,72786,GW BR APPR,-73.94255123291465 40.849519039238906,-73.9425145942987 40.849622874496475,25.0,39.1655540352
380,81905,E 77 ST,-73.95825534937264 40.772965336081015,-73.95985681798201 40.773642768163576,30.0,507.61065374599997
381,654,CANAL ST,-74.00762904152717 40.72349770357539,-74.0079120604296 40.7236997672675,34.0,107.58110819
382,166388,9 AV,-73.99803244920913 40.75101885483676,-73.9981201959906 40.750902898434965,66.0,48.742678701
383,82472,W 218 ST,-73.91505692637539 40.87160289637399,-73.91627785465887 40.87211564404639,20.0,385.899905936
384,858,W 12 ST,-74.00064726151977 40.73722952808179,-73.99780751008134 40.73603590657232,32.0,899.136537445
385,172188,WEST END AV,-73.97736044418369 40.78955777286105,-73.97690381434833 40.79018642996503,30.0,261.625785651
386,3579,MADISON AV,-73.98434466733455 40.74586087025163,-73.98389684786258 40.74647826786065,46.0,256.89346362599997
387,2540,E 24 ST,-73.98752936222994 40.741528443619316,-73.9859301906047 40.74087518482251,40.0,503.014321102
388,182258,PEARL ST,-74.00089066487169 40.71298297256557,-74.00089640319229 40.71304741360805,25.0,23.569498705700003
389,72520,W HOUSTON ST,-73.99986308185862 40.72699687498257,-74.00058982676626 40.727337256858746,44.0,236.54401163900002
390,19486,YORK AV,-73.94525440182859 40.77848598066114,-73.94477504714368 40.779145072859905,30.0,274.384907608
